item_id,nb_days
[218606],[1148]
[154002],[1148]
[963476],[1148]
[142179 153475],[1148 1148]
[137585],[1148]
[141300],[1148]
[432268 128730],[1148 1148]
[132135],[1148]
[2529948],[1148]
[172027],[1148]
[254960],[1148]
[ 135459  467091 1310167],[1148  963  600]
[168592],[1148]
[1800440],[1148]
[145906],[1148]
[128959],[1148]
[134849],[1148]
[ 182578 1391906],[1148  419]
[284665],[1148]
[144051],[1148]
[123793],[1148]
[131533],[1148]
[132738],[1148]
[126335],[1148]
[432275],[1148]
[755371],[1148]
[154002],[1148]
[142179],[1148]
[154002 125424],[1148  931]
[131117],[1148]
[166633],[1148]
[123373],[1148]
[155735 128730],[1148  817]
[1064880],[1148]
[1542250],[1148]
[152998],[1148]
[466944 405907],[1148 1146]
[193179],[1148]
[174258],[1148]
[130727],[1148]
[1769705],[1148]
[152836],[1147]
[152836],[1147]
[130259],[1147]
[174799],[1147]
[195076],[1147]
[1566348],[1147]
[187477 337018],[1147  999]
[ 132135  450618 1615177  730008 1697200 1446293  232082],[1147  727  609  581  223   62   62]
[166633 193179],[1147 1147]
[1515339  753788],[1147  815]
[145906 152662 263699],[1147 1007  965]
[1542250  986546  208647],[1147 1077  593]
[148690],[1147]
[155820 638318],[1147 1147]
[889239],[1147]
[1337205],[1147]
[145906],[1147]
[126335 125424],[1147 1084]
[132135],[1147]
[131533],[1147]
[ 174086 1730182],[1147  504]
[147594],[1147]
[1859039],[1147]
[127865],[1147]
[144714],[1147]
[550590],[1147]
[902478],[1147]
[155820],[1147]
[153475],[1147]
[1928796],[1147]
[1729232],[1147]
[174086 137585],[1147  987]
[755371],[1147]
[ 127495 2846069],[1147  965]
[126335],[1147]
[128959],[1147]
[141688],[1147]
[ 145906 1549763 1982904 1703034  330238],[1147  812  574  545  511]
[141300],[1147]
[987052],[1147]
[135750],[1147]
[132738],[1147]
[ 124553 2141839 2465813],[1147  231  168]
[963476 195076],[1147 1147]
[123793],[1147]
[134015],[1147]
[337018 712843],[1147  154]
[1226293  148690],[1147  415]
[1692935],[1147]
[136860],[1147]
[168592],[1147]
[127865],[1147]
[144727],[1147]
[576000 128959],[1147   64]
[154002 142179],[1147  780]
[806803],[1147]
[156607],[1147]
[499195],[1147]
[ 174086  379441 1679360  398222 1458403 1445609 2081282],[1147  552  544  544  483  483  265]
[ 126335 1769705  174086 1875650  866304],[1147  909  909  616  616]
[141688 136860],[1147 1127]
[149739],[1146]
[137585],[1146]
[963476],[1146]
[ 125424 2920428],[1146  763]
[ 155381  137585 1749401 1882156 1530271],[1146 1146  471  392  383]
[1773356],[1146]
[125465 757135],[1146  292]
[181453],[1146]
[1859039],[1146]
[ 178058 1851598],[1146  913]
[127865],[1146]
[127495],[1146]
[ 179124  284665 1768956  808736],[1146 1081  742  565]
[241019 716777],[1146  794]
[914136],[1146]
[152662],[1146]
[137585],[1146]
[132738],[1146]
[1859039],[1146]
[123793],[1146]
[136110],[1146]
[131533 141300],[1146  983]
[ 127865 1228651  218606 1446293 1266176],[1146  752  485  362  256]
[132135],[1146]
[1697200],[1146]
[141688],[1146]
[806803],[1146]
[2565135],[1146]
[140321],[1146]
[190238],[1146]
[254960],[1146]
[126335 136860 149913],[1146 1035  725]
[247125],[1146]
[550590],[1146]
[124204],[1146]
[1484078 2696735 1662825],[1146  848   93]
[755371],[1146]
[ 613085 1544791],[1146  658]
[1729496],[1146]
[1920477],[1146]
[132738],[1146]
[ 126335 1352656  690330 1036192  344877],[1146  532  109  109  109]
[963476],[1146]
[132738],[1146]
[136110],[1146]
[125465],[1146]
[2565135],[1146]
[1661761],[1146]
[152836],[1146]
[175600],[1146]
[128730],[1146]
[139086],[1146]
[1769705],[1146]
[124553],[1146]
[1920477],[1146]
[1800440 1278211  911132 2396750],[1146 1146  845   53]
[1859039],[1146]
[1082379],[1146]
[132738],[1146]
[145906],[1146]
[166006],[1146]
[123373],[1146]
[159931],[1146]
[136860],[1146]
[126335],[1146]
[ 145906 1793868],[1146  699]
[125424 137585 344877],[1146 1145  435]
[123793],[1146]
[139086],[1146]
[152510],[1146]
[164593],[1146]
[143094],[1146]
[168592],[1146]
[131533 501519 834620],[1146  362  362]
[337018],[1146]
[140877],[1146]
[154823],[1146]
[1484383],[1146]
[136860],[1146]
[1273589],[1146]
[132738],[1146]
[123373],[1146]
[499195],[1146]
[638318],[1146]
[466944],[1146]
[163328],[1146]
[1378631],[1146]
[127865],[1146]
[1220393],[1146]
[1337205],[1146]
[2155094],[1146]
[889239],[1146]
[1337205],[1146]
[1453669],[1146]
[152662],[1145]
[1018841],[1145]
[ 166633 1496861],[1145  256]
[284665],[1145]
[336097 132738],[1145  923]
[147594],[1145]
[127865],[1145]
[1542250  144727],[1145 1145]
[145906],[1145]
[806803],[1145]
[132738],[1145]
[1229740],[1145]
[140321],[1145]
[127081],[1145]
[1484078],[1145]
[838983],[1145]
[642677],[1145]
[730008],[1145]
[132135],[1145]
[134849],[1145]
[132738],[1145]
[1108814],[1145]
[149655],[1145]
[147594],[1145]
[145906],[1145]
[127865],[1145]
[152662],[1145]
[806803],[1145]
[168610],[1145]
[963476],[1145]
[1226293],[1145]
[131117],[1145]
[1920477],[1145]
[123793],[1145]
[550322],[1145]
[152662],[1145]
[131117],[1145]
[166006],[1145]
[125465],[1145]
[1482569],[1145]
[ 195076  172027 2366148 1895348],[1145  936  886  655]
[127865],[1145]
[132738],[1145]
[ 166633  184374 1378631],[1145  676  595]
[174086],[1145]
[151551],[1145]
[174086],[1145]
[127865],[1145]
[1076484  265806 2696735],[1145  820  731]
[ 137585  658625 1741645 1623440  317029],[1145  518  293  265   43]
[ 135750 1238932],[1145  838]
[123373],[1145]
[ 130259 1542250],[1145 1145]
[571441 141300],[1145 1067]
[1808470],[1145]
[1729232 1210197],[1145  215]
[174086],[1145]
[166633 172914],[1145 1095]
[178058 871172],[1145  896]
[125465],[1145]
[173235],[1145]
[174086],[1145]
[1992625 1956527],[1144  118]
[164593],[1144]
[1515649],[1144]
[1515649],[1144]
[149739],[1144]
[136110],[1144]
[1697200],[1144]
[123373],[1144]
[2565135  172914  128730  124204],[1144 1144 1144 1144]
[1444142 2578061 1817701],[1144  466  466]
[ 144727 1171728],[1144  974]
[1484078],[1144]
[145906],[1144]
[166633],[1144]
[134015],[1144]
[137585],[1144]
[182578],[1144]
[152662],[1144]
[135750],[1144]
[134015],[1144]
[148089],[1144]
[1515649],[1144]
[138431],[1144]
[1278888],[1144]
[ 124553 2337876 2345674],[1144  734  733]
[1920477  603369 1038630],[1144 1053  928]
"[ 132135 2645343 2856326 2521310 2775456  756784 1362593 2465812 2932257
 1698815 1522253 1522253 2203043 1348294]",[1144  770  754  754  742  733  449  449  449  449  449  449  449  449]
[ 753788 2673874 1090011 2261828  125424],[1144 1060  914  914  782]
[124204],[1144]
[126335],[1144]
[1449570  293370 1420770],[1144 1144 1144]
[ 585830 2656152 2650470],[1144 1128 1040]
"[ 168592  616481 1991314 1967750  999526 1733365 1492185 2273596  763288
  459535  368245  551782  670966 2273798 1788074 1875650]","[1144  717  704  704  704  694  694  669  669  669  669  664  662  649
  649  649]"
[1515649 1437612 1433766  450618],[1144  663  663  377]
[132738],[1144]
[195076 131533],[1144 1070]
[903091],[1144]
[168592],[1144]
[168592],[1144]
[1108814],[1144]
[432275],[1144]
[1090064],[1144]
[1260666 1058632],[1144  111]
[145906],[1144]
[1542250],[1144]
[123793],[1143]
[124204],[1143]
[1229740  755371],[1143 1143]
[1278211],[1143]
[174086],[1143]
[123793 137585],[1143 1005]
[159931],[1143]
[125564],[1143]
[1449570  473854],[1143  152]
[131698],[1143]
[138431],[1143]
[1226293],[1143]
[132738],[1143]
[127495],[1143]
[154002],[1143]
[153475],[1143]
[180014],[1143]
[138431],[1143]
[132738],[1143]
[153475 466944],[1143 1143]
[137585],[1143]
[1220393],[1143]
[185226 144585],[1143 1013]
[1312996],[1143]
[142179],[1143]
[1226293],[1143]
[162634],[1142]
[ 126335 2255218],[1142  211]
[595048],[1142]
[168592],[1142]
[963476],[1142]
[ 134015 1676837 1788819],[1142  245  114]
[1692935],[1142]
[145906],[1142]
[166006],[1142]
[127081],[1142]
[134015],[1142]
[1924247  203856 1714731],[1142 1069  704]
[254960],[1142]
[1661761 1130860],[1142   28]
[147440],[1142]
[1697200],[1142]
[755371],[1142]
[127865],[1142]
[1608617  782051],[1142  479]
[ 166633 1793377],[1142   90]
[ 963476  227716 1009546  858304],[1142  891  606  574]
[1279220  603369],[1142 1142]
[125564],[1142]
"[ 127865 2743152 1832871 1714731 1126889 2493150 1260731 2396750  197391
 1049084  858828 1231549]",[1142 1051 1051 1051  920  920  882  882  873  517  517  517]
[755371],[1142]
[154823],[1142]
[132738],[1142]
[1608617],[1142]
[126335],[1142]
[162634],[1142]
[152836],[1142]
[137585],[1142]
[150138],[1142]
[1043198],[1142]
[247125],[1142]
[148089],[1142]
[141688],[1142]
[139086],[1142]
[ 127865 1567312 2520466  986324 2468077 2537366],[1142  551  551  494  494  494]
[ 137585 1188264],[1142  256]
[1630499],[1142]
[125564],[1142]
[136860 255986 148690],[1142  832  776]
[123373],[1142]
[145417],[1142]
[123793],[1142]
[963476],[1142]
[665360],[1141]
[1226293],[1141]
[ 131117 1849737],[1141  285]
[127865],[1141]
[141761],[1141]
[159395],[1141]
[155820],[1141]
[1043198  144051],[1141  833]
[1060700],[1141]
[984289],[1141]
[1076484  873299],[1141  516]
[755371],[1141]
[139086],[1141]
[1661761],[1141]
[914136],[1141]
[123373],[1141]
[140321 145906],[1141 1140]
[140321],[1141]
[132738],[1141]
[1108814],[1141]
[755371 136860],[1141 1019]
[902478],[1141]
[184374],[1141]
[128959],[1141]
[948002],[1141]
[152662],[1141]
[1484383],[1141]
[137585],[1141]
[123793 753788],[1141 1141]
[139086],[1141]
[1515649],[1141]
[987052 550590],[1141 1141]
[1076484],[1141]
[132135],[1141]
[123373],[1141]
[174086],[1141]
[963476],[1141]
[466944],[1141]
[1187659  258206],[1141  251]
[125424],[1141]
[1328011],[1141]
[131533],[1141]
[914136],[1141]
[1920477],[1141]
[1638869],[1141]
[127865],[1141]
[131698],[1141]
[132738],[1141]
[129831 152998 517802],[1141 1033  849]
[1729496  532135 2783742],[1141  758  560]
[ 550590 1607852  985087  657626  980230],[1141 1137  968  261   55]
"[ 832622  549867 1207456 1481329 1715008  858304  299987  233596 2817812
 1768956]",[1141  760  453  327  300  272  189  181  101   53]
[1769937 1000270  725242 2339613 2333126  818635 2120468],[1141 1013  809  294  294  294  294]
[241019 472922],[1141  665]
[125465],[1141]
[832622],[1141]
[1229740],[1141]
[174086],[1141]
[1859039],[1141]
[123793],[1141]
[1229740  619157  627759],[1141  628  628]
[157448 963476],[1141  770]
[169961],[1141]
[136110],[1141]
[127865],[1141]
[ 164593 1982904 1308013],[1141  683  683]
[1549763  330238 2884139 2877562 2900227 1505204 2794512 1446885],[1140  643  643  313  313  313   89   89]
[943349],[1140]
[131117],[1140]
[174086],[1140]
[1826136],[1140]
[125465],[1140]
[1337205],[1140]
[136860],[1140]
[1229740],[1140]
[1661761],[1140]
[1695279 1911182],[1140  441]
[145906],[1140]
[134015],[1140]
[1695279  144714],[1140  846]
[1042783],[1140]
[ 142179 1479699],[1140  511]
[1484383],[1140]
[136110 963476],[1140 1097]
[185226 374312 129831],[1140 1140  761]
[168592 227716],[1140 1022]
[ 755371 1187659  987536 1447941],[1140 1051  874  874]
[136110 126335],[1140  957]
[132738],[1140]
[ 432275 1427750],[1140  910]
[132738],[1140]
[137585],[1140]
[203856],[1140]
[1076484],[1140]
[140321],[1140]
[2337876],[1140]
[466603],[1140]
[125465],[1140]
[191243],[1140]
[374312],[1140]
[ 396894 1522253 1522253],[1140  894  894]
[127865],[1140]
[176490],[1140]
[755371],[1140]
[1433766],[1140]
[ 168610 1216038],[1140 1140]
[1048184],[1140]
[150752],[1140]
[1581933],[1140]
[1484078  148089],[1140 1126]
[721699],[1140]
[1210197],[1140]
[130259],[1140]
[123373],[1140]
[130727 986546],[1140 1130]
[155735],[1140]
[195613],[1140]
[1928796],[1140]
[131533 136860],[1140  937]
[132738],[1140]
[123793],[1140]
[169961],[1139]
[1896772],[1139]
[147594 254493 619157],[1139 1098  869]
[1695279],[1139]
[1482569],[1139]
[1076484],[1139]
[123793],[1139]
[124553],[1139]
[1729496],[1139]
[123793],[1139]
[1832871],[1139]
[125465],[1139]
[166633],[1139]
[ 795320 1805488 1188641 1322953 1183835 1198944],[1139 1014  532  489  489  353]
[127865],[1139]
[148089],[1139]
[168610 144051],[1139 1139]
[150752],[1139]
[127081],[1139]
[2155094],[1139]
[576000],[1139]
[123793],[1139]
[152836],[1139]
[127865],[1139]
[162634],[1139]
[127865],[1139]
[128959],[1139]
[136110],[1139]
[164593],[1139]
[671761],[1139]
[849468],[1139]
[2696735  152836],[1139 1139]
[127081],[1139]
[123373],[1139]
[1226293],[1139]
[174086],[1139]
[ 285225 1101822],[1139   40]
[ 168592 1163553],[1139  420]
[755371],[1139]
[132738 472922],[1139  589]
[832622],[1139]
[ 127865 1472909  782079],[1139  861  668]
[172027],[1139]
[ 134015 2131449 2590650 2649640 2807362 2463317],[1139  594  594  572  351  351]
[123373],[1139]
[1992625],[1139]
[1920477],[1139]
[1476825],[1139]
[144051 531077],[1139  841]
[1420770  862815],[1139 1135]
[152836],[1139]
[127865],[1139]
[1484383],[1138]
[136110],[1138]
[ 127865 1729232],[1138  845]
[499195],[1138]
[1229740  468020  646952],[1138  908  220]
[168610],[1138]
[ 123793  713790  987052 1676837  987569],[1138 1100  940  884  884]
[175496],[1138]
[181737],[1138]
[138431],[1138]
[142179],[1138]
[1337205],[1138]
[755371],[1138]
[145906],[1138]
[152836],[1138]
[136860],[1138]
[432275 169961],[1138  525]
[130259],[1138]
[1226293 1729496],[1138 1069]
[795320],[1137]
[1563416 1347405 2261828],[1137 1078 1078]
[806803],[1137]
[2673874],[1137]
[142179 128959 883661],[1137 1137  601]
[2586703],[1137]
[1090064],[1137]
[1226293],[1137]
[ 136110 1630499  127865],[1137 1094  820]
[131698],[1137]
[550590],[1137]
[127495],[1137]
[131533],[1137]
[1675905],[1137]
[1709498],[1137]
[168610],[1137]
[ 665360 1180533 1164757  814116],[1137 1118  735  672]
[1076157],[1137]
[132135],[1137]
[550590],[1137]
[1484383 1449570],[1137  906]
[ 166006 1112658  945880],[1137  953  953]
[1924247],[1137]
[134015],[1137]
[948002],[1137]
[1238932],[1137]
[145906],[1137]
[174086 809891],[1137  255]
[166633],[1137]
[755371],[1137]
[131533],[1136]
"[ 147020  199457 1534987  468020  661589 2468805 1446293 2463317 2620667
 2273951  622527 2506121  227442 1310632 1479569  303292 1128155 1066244
 1842923 1091654 1776443]","[1136  693  691  682  657  652  647  641  641  633  613  537  521  521
  468  452  427  378  368  368  252]"
[987052],[1136]
[123793],[1136]
[1172052],[1136]
[ 152998 1484383],[1136 1136]
[1697200],[1136]
[792780],[1136]
[2463317],[1136]
[2560442],[1136]
[136110],[1136]
[1030312],[1136]
[172914],[1136]
[153475],[1136]
[136110],[1136]
[131117],[1136]
[ 902478 1146287],[1136  519]
[168592],[1136]
[144051],[1136]
[180014],[1136]
[ 124553 2829293  716777],[1136  911  616]
[354557],[1136]
[638318],[1135]
[127865],[1135]
[180843],[1135]
[ 123793 1250367],[1135  895]
[1325648],[1135]
[218606],[1135]
[ 613085  199457 1576857 2443419 1937688 1954824],[1135 1135 1135  775  367  209]
[ 128959 1108814],[1135  414]
[765872],[1135]
[132738],[1135]
[141688 472922],[1135  809]
[1484383],[1135]
[194128 141688],[1135  209]
[144051],[1135]
[1484078],[1135]
[1566348],[1135]
[987052],[1135]
[127865],[1135]
[124204],[1135]
[123793],[1135]
[136110],[1135]
[374312],[1135]
[1379493 1880626],[1135  805]
[571441],[1135]
[168592],[1135]
[ 145906 2310731],[1135  442]
[1515649  148089  128959],[1135  782    6]
[1063761],[1135]
[132135 127865],[1135 1081]
[137585],[1135]
[131533],[1135]
[132738],[1135]
[147020],[1135]
[2337876],[1134]
[141761 134393 227716],[1134 1030  833]
[127865],[1134]
[144714 538143 283107],[1134 1134  566]
[ 152836 1454376 1099081],[1134  276  243]
[1842923 1345027],[1134  371]
[168592],[1134]
[1549763],[1134]
[638318],[1134]
[2155094 2090997],[1134  279]
[174086],[1134]
[145906],[1134]
[ 174086 1108814  254960 1869763],[1134 1106 1082  979]
[665360],[1134]
[2337876  584806],[1134 1099]
[1484078  665360],[1134 1128]
[ 141688 1108814],[1134 1083]
[126335],[1134]
[1800249  166006],[1134 1025]
[ 152836  987052 1859039 1338469 2730226  304354],[1134 1134 1134 1101   82   82]
[166633],[1134]
[152836],[1134]
[123793],[1134]
[162634],[1134]
[144931],[1134]
[174086],[1134]
[1515649],[1134]
[1924247  730008],[1134  896]
[ 127865 1057664 1063761],[1134  816  704]
[142179],[1134]
[550322],[1134]
[155735 334588 578862],[1134 1049  630]
[123793],[1134]
[203856],[1134]
[ 132135  131117 1390212],[1134  698  616]
[ 128959 1645834],[1134  414]
[755371 550322],[1134 1125]
[ 595048 2406399],[1134  154]
[144931],[1134]
[140321],[1134]
[1082379],[1134]
[123793],[1134]
[1273589 1592912 1165567  567142],[1134  106   69   39]
[1090064],[1134]
[141761 136110 305868],[1134 1075  863]
[1226293],[1134]
[172027 158028],[1134 1134]
[127865],[1134]
[1729496],[1134]
[1347405],[1134]
[1172052],[1134]
[128730],[1134]
[127865],[1134]
[1484383],[1134]
[145906],[1134]
[1545760],[1134]
[137585],[1134]
[ 138431 1630499],[1134  772]
[166006],[1134]
[ 166006 1545760],[1134 1035]
[132135],[1133]
[ 730008 1352656 1224275  126335],[1133  756  508  163]
[153475],[1133]
[1800249],[1133]
[156607],[1133]
[1565667  182915],[1133 1133]
[575727],[1133]
[ 148690 1356085],[1133  287]
[550322],[1133]
[1279220],[1133]
[152662],[1133]
[1630499],[1133]
[1424454],[1133]
[644425],[1133]
[128730 127865],[1133 1118]
[140321],[1133]
[1920477  168012],[1133 1035]
[125564],[1133]
[1420770],[1133]
[203856],[1133]
[1108814],[1133]
[1989948],[1133]
[146684],[1133]
[203856],[1133]
[134015],[1133]
[136110 148089],[1133 1125]
[132738],[1133]
[ 781825 1692935  637670  377131],[1133 1044  873  576]
[141300],[1133]
[925665],[1133]
[1069879],[1133]
[136110],[1133]
[1924247],[1133]
[164593],[1133]
[1238932 1255726],[1133  433]
[127865],[1133]
[148089],[1133]
[166633],[1133]
[914136],[1133]
[131533],[1133]
[126335],[1133]
[126335],[1133]
[132738],[1133]
[174086 285225],[1133  818]
[806803],[1133]
[1433766],[1133]
[963476],[1133]
[127865],[1133]
[ 127865 1544791],[1133  945]
[127865],[1133]
[144714],[1133]
[136110 256646],[1133 1056]
[1549763],[1133]
[ 127495 2531493  424703  627759],[1132  630  252  116]
[1675905 1549763 1949394],[1132 1132  895]
[125465],[1132]
[1845636  150752],[1132 1015]
[154002],[1132]
[ 136110 1210197],[1132  703]
[174799],[1132]
[1808470  136110 2438408],[1132 1132  307]
[1278888],[1132]
[ 123793 1608617],[1132    6]
[145906],[1132]
[ 374312 2579422 1543130],[1132  641  187]
[1226293],[1132]
[1920477  149459],[1132 1132]
[1172052],[1132]
[1180533],[1132]
[152662],[1132]
[185800],[1132]
[126335],[1132]
[130259],[1132]
[1515339],[1132]
[180014],[1132]
[ 203856 1547051],[1132  766]
[132738],[1132]
[ 164051 2527457 1715008],[1132  755  755]
[133584],[1132]
[144931],[1132]
[755371 131117],[1132  791]
[ 138431 1896920],[1132 1132]
[550322],[1132]
[123793],[1132]
[1069879],[1132]
[135459],[1132]
[135459],[1132]
[145906],[1132]
[131698],[1132]
[124204],[1132]
[432275],[1132]
[149459],[1132]
[166633 432275],[1132  875]
[132738 937638],[1132  749]
[ 140321 2492236],[1132  706]
[1482569],[1132]
[125564],[1132]
[138431],[1132]
[ 126335  865225 1889597  366475],[1132  403  403  124]
[ 174391 1240309  532135 1335648],[1132  500  333  294]
[795320],[1132]
[134849],[1132]
[126335],[1132]
[ 174086 1076484 1912012],[1132  754  305]
[466603],[1132]
[963476],[1132]
[125465],[1132]
[192258],[1132]
[136110],[1132]
[144931],[1132]
[ 136110 2743152 2310753  725242  503972 2602273  322704],[1132  821  473  473  459  307   55]
[132738],[1132]
[1420770],[1132]
"[2340996 2595491 1260731  987569 1946466  871172 2122305 1749401 2654048
  465080 2764635 1780941]",[1132 1050  987  987  983  973  944  838  838  336  336  336]
[144051],[1132]
[141548],[1132]
[147594],[1132]
[123793],[1132]
[ 127865 1337205],[1132  887]
[144714],[1132]
[150752],[1132]
[1607852],[1132]
[127865 158028 864299 499679],[1132  762  566  566]
[132738],[1132]
[1238932],[1132]
[ 127865 1692683  258206],[1132  145  145]
[2650470  134393 1899687 2641483  683251 2171304  527885 2552714 2444721],[1132 1114  932  835  835  817  817  709  168]
[1076484],[1132]
[145906],[1132]
[838207],[1132]
[134849],[1132]
[135750],[1132]
[127865],[1132]
[126335],[1132]
[154823],[1132]
[1729496 1318793],[1132  782]
[132738],[1132]
[144051],[1132]
[ 127495 2459331 1996278  298830 1030910],[1131  956  762  579  373]
[550322],[1131]
[166006],[1131]
[1869763],[1131]
[125564],[1131]
[ 127865  690634 1273915],[1131  724  312]
[127865],[1131]
[127865],[1131]
[166006],[1131]
[158028],[1131]
[132135],[1131]
[151551],[1131]
[137585],[1131]
[ 125424 2560442  503972],[1131 1097  835]
[1390212],[1131]
[1002863],[1131]
[140877],[1131]
[ 615644 1687082 1454374],[1131  525  489]
[132738],[1131]
[889239],[1131]
[126335],[1131]
[2625924],[1131]
[167112],[1131]
[1420770],[1131]
[152662],[1131]
[ 166006 1714731],[1131  802]
[1061890],[1131]
[197170],[1131]
[1082379  227818],[1131 1098]
[2565135 2203043],[1131  455]
[145906],[1131]
[153475],[1131]
[124553],[1131]
[576000],[1130]
[1076484],[1130]
[1924247  255986],[1130  881]
[ 963476 1829354],[1130    4]
[131533],[1130]
[127081],[1130]
[203856],[1130]
[139086],[1130]
[1729496],[1130]
[1512783],[1130]
[1484078],[1130]
[ 499195 1773356],[1130  690]
[138431],[1130]
[148089],[1130]
[1625102 1269149],[1130  436]
[ 123373 1733906],[1130   42]
[132135],[1130]
[1108814  466944],[1130 1086]
[128959 174258],[1130 1076]
[1246981  149655  986324],[1130  974  764]
[131117],[1130]
[137585],[1130]
[1920477],[1130]
[617766],[1130]
[137585],[1130]
[131533],[1130]
[285225],[1130]
[123373],[1130]
[172914 827986],[1130    4]
[131533],[1130]
[127865 152662],[1130  940]
[ 131117 1176070 1986986],[1130  728  385]
[145906],[1130]
[136110],[1130]
[ 145906 1446293],[1130  656]
[1859039],[1130]
[193361],[1130]
[550590],[1130]
[132738],[1130]
[1920477],[1130]
[137585],[1129]
[1424454 2155094],[1129 1046]
[1279220],[1129]
[1896772  127081],[1129 1101]
[ 168610  130259  131533  538143 1920477],[1129 1129 1049  986  748]
[146684],[1129]
[147594],[1129]
[168592],[1129]
[1896920],[1129]
[126335 340686 131117],[1129 1120 1120]
[136860 638318],[1129  739]
[755371],[1129]
[1484078],[1129]
[132135],[1129]
[765872],[1129]
[1063761],[1129]
[128730],[1129]
[337018],[1129]
[136110 986546],[1129  810]
[137585],[1129]
[ 123793 2773598],[1129   63]
[1220393  565571],[1129  260]
[166633],[1129]
[ 182578 1484078 1339136],[1128  458  458]
[ 144051 1818228  149459],[1128 1116 1083]
[ 151551 1869763 1662825 1878529],[1128 1079 1032  666]
[1661761],[1128]
[1484383  284665  123373  832622  673166 1687082],[1128 1128 1128  834  390  222]
[1226293],[1128]
[132738],[1128]
[1697200],[1128]
[204063 503972],[1128  727]
[125465],[1128]
[204063],[1128]
[1347405],[1128]
[1424454 1000270  295072  909221],[1128 1128  459  435]
[466944 638318],[1128 1128]
[1238932  178058 1767052],[1128 1128  825]
[ 123793 1787191],[1128  436]
[131117],[1128]
[1484383],[1128]
[132738],[1128]
[ 334588  729362  137585 1427330],[1128 1128 1128  992]
[284665],[1128]
[169961],[1128]
[145906],[1128]
[ 135459 1730006],[1128  956]
[1444142],[1128]
[254960],[1128]
[1220393  948002],[1128 1128]
[131698],[1128]
[963476],[1128]
[139086],[1128]
[1170357 1584000  712527],[1128  981  133]
[1859039],[1128]
[1063761],[1128]
[168592],[1128]
[128959],[1128]
[865585],[1128]
[1048184 1023159],[1128 1044]
[150752 141688],[1128 1127]
[1609392],[1128]
[136110],[1128]
[ 341294 1697200],[1128  730]
[142179],[1128]
[806803 187984],[1128  683]
[849468],[1128]
[2877562],[1128]
[132738],[1128]
[1609392 1408354],[1128   62]
[ 136110 1851598  451969 2728805],[1128  636  257  245]
[550322],[1128]
[127865],[1128]
[ 134849 1064397],[1128  781]
[1979624],[1128]
[1238932],[1128]
[137585],[1128]
[1287535],[1128]
[149655],[1128]
[158028],[1128]
[1516223 1980086],[1128 1050]
[136110],[1128]
[124553],[1128]
[ 188485 1023159],[1128  833]
[227818],[1128]
[165468],[1128]
[125465],[1127]
[174086 166633],[1127 1127]
[145906 172027],[1127 1127]
[1108814 1099773 1448326  852319],[1127  901  397  397]
[126335],[1127]
[549867],[1127]
[154002 150752 128730 141688 322434],[1127 1127 1127 1127 1127]
[123373],[1127]
[131533],[1127]
[1453669],[1127]
[178753 157448 921642 733561],[1127 1119  649  418]
[124204],[1127]
[131117],[1127]
[144051 135459],[1127 1115]
[1018841  948002],[1127  702]
[1108814],[1127]
[144585],[1127]
[181737 224876],[1127  971]
[125465],[1127]
[1108814],[1127]
[638318],[1127]
[1164793],[1127]
[125465],[1127]
[429191],[1127]
[263699],[1127]
[130259],[1127]
[190238],[1127]
[128730],[1127]
[1082379],[1127]
[1458668],[1127]
[123793],[1127]
[1769937],[1127]
[1076484],[1127]
[ 123793 1210233],[1127  549]
[130727],[1127]
[1671970],[1127]
[254493],[1127]
[268562],[1127]
[ 144051  134849 1950240 2783742  466944 1453730 1899687  123373],[1127 1082  879  868  823  790  790  766]
[547674],[1127]
[125465],[1127]
[2565135],[1127]
[2707303],[1127]
[166006],[1127]
[149913],[1127]
[153475],[1127]
[1608617],[1127]
[134393],[1127]
[2155094],[1127]
[1420770 1238932],[1127 1064]
[135750],[1127]
[141688],[1127]
[168592],[1127]
[148089],[1127]
[1279220],[1127]
[730008],[1127]
[164051 873547],[1127  181]
[ 127865 2530612],[1127  945]
[125564],[1127]
[169961],[1127]
[358662],[1127]
[1082379 1434272],[1127 1121]
[145906],[1127]
[126335],[1127]
[136110],[1127]
[1278888],[1127]
[1625102],[1127]
[241019],[1127]
[144931],[1127]
"[2463317 1472909 2696735 2340996 1576857 1232187 2011987 1621234  708064
 2612706  680249  590893  221704  974504  759314 1043392 2901393  144931
  145417 1530271 1320203 2834294 1635675 1474262 1333481  951095 1244364
 1581452  596740 1263897 1155299 2326124  845730 1911384 2373157 1680252
 1913039  482993  472922 2006660 2231291 1419447  844580 2724643]","[1127 1118 1071 1035 1029 1018  994  983  931  900  839  839  791  791
  791  756  719  719  719  657  210  210  210  194  194  186  186  164
  160  160  160  160  160   94   74   74   66   66   60   60    5    5
    5    5]"
[123793],[1127]
[153475],[1127]
[150752],[1127]
[ 153475 1188713],[1127  269]
[1018841],[1127]
[1769937 1695279],[1127 1127]
[132738],[1127]
[169961],[1127]
[136860],[1127]
[638318],[1127]
[1220393],[1127]
[128730],[1127]
[1226293  325470 1527946],[1127  811  769]
[1920477 1260666 1360406 1455272 1523882  479018],[1127 1003  392  273  259  207]
[169179],[1127]
[123793],[1127]
[130727],[1127]
[1449570],[1127]
[806803],[1127]
[ 144727 2848341],[1127  668]
[153475],[1127]
[1869763],[1127]
[1226293  550590 1790955],[1127  782  468]
[1484383],[1127]
[141300],[1127]
